id	hate_type	hate_severity	to_whom	model
362619	None	Little to None	Organization	csebuetnlp/banglabert
888632	None	Little to None	None	csebuetnlp/banglabert
157427	None	Little to None	None	csebuetnlp/banglabert
88274	Profane	Severe	Organization	csebuetnlp/banglabert
654296	None	Little to None	None	csebuetnlp/banglabert
546871	None	Little to None	None	csebuetnlp/banglabert
714366	None	Little to None	None	csebuetnlp/banglabert
124924	None	Little to None	None	csebuetnlp/banglabert
140611	None	Little to None	None	csebuetnlp/banglabert
119558	None	Little to None	None	csebuetnlp/banglabert
603201	None	Little to None	None	csebuetnlp/banglabert
356978	Abusive	Little to None	None	csebuetnlp/banglabert
737157	Abusive	Mild	Community	csebuetnlp/banglabert
717086	None	Little to None	None	csebuetnlp/banglabert
878114	None	Little to None	None	csebuetnlp/banglabert
438274	None	Little to None	None	csebuetnlp/banglabert
332470	Profane	Severe	Individual	csebuetnlp/banglabert
277190	None	Little to None	None	csebuetnlp/banglabert
233769	Abusive	Mild	Individual	csebuetnlp/banglabert
928377	Profane	Mild	Individual	csebuetnlp/banglabert
254669	None	Little to None	Organization	csebuetnlp/banglabert
175420	None	Little to None	None	csebuetnlp/banglabert
269571	None	Little to None	None	csebuetnlp/banglabert
142080	Political Hate	Mild	Organization	csebuetnlp/banglabert
517120	None	Little to None	None	csebuetnlp/banglabert
692974	Profane	Severe	Community	csebuetnlp/banglabert
209866	Political Hate	Little to None	Organization	csebuetnlp/banglabert
845841	Abusive	Little to None	Individual	csebuetnlp/banglabert
205879	Abusive	Little to None	Community	csebuetnlp/banglabert
369385	Political Hate	Mild	Organization	csebuetnlp/banglabert
764706	None	Little to None	None	csebuetnlp/banglabert
504039	None	Little to None	None	csebuetnlp/banglabert
878750	None	Little to None	None	csebuetnlp/banglabert
671380	Abusive	Little to None	None	csebuetnlp/banglabert
694236	Abusive	Little to None	Individual	csebuetnlp/banglabert
565463	None	Little to None	None	csebuetnlp/banglabert
544801	None	Little to None	None	csebuetnlp/banglabert
307571	None	Little to None	None	csebuetnlp/banglabert
557408	None	Little to None	None	csebuetnlp/banglabert
931038	None	Little to None	None	csebuetnlp/banglabert
795336	None	Little to None	None	csebuetnlp/banglabert
743568	None	Little to None	None	csebuetnlp/banglabert
281059	Profane	Severe	Organization	csebuetnlp/banglabert
241218	None	Little to None	Organization	csebuetnlp/banglabert
493143	Abusive	Mild	Organization	csebuetnlp/banglabert
4211	Abusive	Mild	Individual	csebuetnlp/banglabert
466053	None	Little to None	None	csebuetnlp/banglabert
559620	None	Little to None	None	csebuetnlp/banglabert
593980	Profane	Severe	Individual	csebuetnlp/banglabert
786474	None	Little to None	None	csebuetnlp/banglabert
430212	None	Little to None	None	csebuetnlp/banglabert
404662	None	Little to None	None	csebuetnlp/banglabert
174220	None	Little to None	None	csebuetnlp/banglabert
807057	None	Little to None	None	csebuetnlp/banglabert
680306	Abusive	Little to None	Society	csebuetnlp/banglabert
235465	None	Little to None	None	csebuetnlp/banglabert
657276	Abusive	Mild	Individual	csebuetnlp/banglabert
268333	None	Little to None	None	csebuetnlp/banglabert
397874	None	Little to None	None	csebuetnlp/banglabert
451433	None	Little to None	None	csebuetnlp/banglabert
375904	None	Little to None	None	csebuetnlp/banglabert
557325	None	Little to None	None	csebuetnlp/banglabert
232414	Profane	Severe	Individual	csebuetnlp/banglabert
9702	Political Hate	Severe	Individual	csebuetnlp/banglabert
11159	Religious Hate	Mild	Community	csebuetnlp/banglabert
43434	None	Mild	None	csebuetnlp/banglabert
821366	Profane	Severe	Society	csebuetnlp/banglabert
103702	Political Hate	Little to None	Individual	csebuetnlp/banglabert
782050	Abusive	Little to None	Community	csebuetnlp/banglabert
464774	None	Little to None	None	csebuetnlp/banglabert
494862	Religious Hate	Mild	Community	csebuetnlp/banglabert
257348	None	Little to None	None	csebuetnlp/banglabert
558234	Abusive	Mild	Community	csebuetnlp/banglabert
926892	Abusive	Little to None	Organization	csebuetnlp/banglabert
472086	None	Little to None	None	csebuetnlp/banglabert
71998	Political Hate	Mild	Organization	csebuetnlp/banglabert
386085	Abusive	Mild	Individual	csebuetnlp/banglabert
932001	None	Little to None	Individual	csebuetnlp/banglabert
550966	None	Little to None	None	csebuetnlp/banglabert
217614	Political Hate	Mild	Individual	csebuetnlp/banglabert
751613	None	Little to None	None	csebuetnlp/banglabert
829917	Political Hate	Severe	Society	csebuetnlp/banglabert
715475	None	Little to None	None	csebuetnlp/banglabert
195427	Abusive	Little to None	Organization	csebuetnlp/banglabert
357847	None	Little to None	None	csebuetnlp/banglabert
344389	None	Little to None	None	csebuetnlp/banglabert
724484	None	Little to None	None	csebuetnlp/banglabert
566318	None	Little to None	None	csebuetnlp/banglabert
229920	None	Little to None	None	csebuetnlp/banglabert
291141	Profane	Severe	Organization	csebuetnlp/banglabert
685003	None	Little to None	None	csebuetnlp/banglabert
823068	Profane	Severe	None	csebuetnlp/banglabert
467304	None	Little to None	None	csebuetnlp/banglabert
623209	Profane	Severe	Individual	csebuetnlp/banglabert
391054	None	Little to None	None	csebuetnlp/banglabert
408728	None	Little to None	Community	csebuetnlp/banglabert
828880	Abusive	Mild	Society	csebuetnlp/banglabert
817214	None	Little to None	None	csebuetnlp/banglabert
796154	None	Little to None	None	csebuetnlp/banglabert
382892	None	Little to None	None	csebuetnlp/banglabert
517694	None	Little to None	None	csebuetnlp/banglabert
867699	None	Little to None	None	csebuetnlp/banglabert
701100	Political Hate	Mild	Community	csebuetnlp/banglabert
243586	None	Little to None	None	csebuetnlp/banglabert
813985	None	Little to None	None	csebuetnlp/banglabert
278215	None	Little to None	None	csebuetnlp/banglabert
470395	None	Little to None	None	csebuetnlp/banglabert
708810	None	Little to None	None	csebuetnlp/banglabert
526539	None	Little to None	None	csebuetnlp/banglabert
559111	Political Hate	Mild	Individual	csebuetnlp/banglabert
357223	None	Little to None	None	csebuetnlp/banglabert
921429	None	Little to None	None	csebuetnlp/banglabert
324418	Abusive	Little to None	Society	csebuetnlp/banglabert
650935	None	Little to None	Community	csebuetnlp/banglabert
38930	None	Little to None	None	csebuetnlp/banglabert
8971	None	Little to None	None	csebuetnlp/banglabert
739479	Abusive	Mild	Organization	csebuetnlp/banglabert
797851	Abusive	Mild	Individual	csebuetnlp/banglabert
760390	Abusive	Mild	Individual	csebuetnlp/banglabert
831693	None	Little to None	None	csebuetnlp/banglabert
862239	None	Little to None	None	csebuetnlp/banglabert
278473	Abusive	Mild	Individual	csebuetnlp/banglabert
641709	None	Little to None	None	csebuetnlp/banglabert
40920	Abusive	Little to None	None	csebuetnlp/banglabert
452383	None	Little to None	None	csebuetnlp/banglabert
887001	None	Little to None	None	csebuetnlp/banglabert
807629	None	Little to None	None	csebuetnlp/banglabert
742470	None	Little to None	None	csebuetnlp/banglabert
906061	None	Little to None	None	csebuetnlp/banglabert
633257	None	Little to None	None	csebuetnlp/banglabert
351010	None	Little to None	None	csebuetnlp/banglabert
823876	Political Hate	Mild	Organization	csebuetnlp/banglabert
334604	Profane	Mild	Organization	csebuetnlp/banglabert
445824	None	Little to None	None	csebuetnlp/banglabert
468140	Abusive	Little to None	None	csebuetnlp/banglabert
394049	Abusive	Mild	Organization	csebuetnlp/banglabert
162757	None	Little to None	None	csebuetnlp/banglabert
57731	None	Little to None	None	csebuetnlp/banglabert
371906	None	Little to None	None	csebuetnlp/banglabert
700128	None	Little to None	None	csebuetnlp/banglabert
839768	None	Little to None	None	csebuetnlp/banglabert
411555	None	Little to None	None	csebuetnlp/banglabert
84795	Political Hate	Mild	Organization	csebuetnlp/banglabert
774878	Abusive	Little to None	Society	csebuetnlp/banglabert
505229	None	Little to None	None	csebuetnlp/banglabert
289014	Abusive	Mild	Individual	csebuetnlp/banglabert
694048	None	Little to None	None	csebuetnlp/banglabert
181111	Abusive	Little to None	None	csebuetnlp/banglabert
46517	Political Hate	Severe	Organization	csebuetnlp/banglabert
97053	Profane	Severe	Individual	csebuetnlp/banglabert
746764	None	Little to None	None	csebuetnlp/banglabert
390622	None	Little to None	None	csebuetnlp/banglabert
444633	None	Little to None	None	csebuetnlp/banglabert
103602	None	Little to None	None	csebuetnlp/banglabert
224242	Abusive	Mild	Individual	csebuetnlp/banglabert
477505	None	Little to None	None	csebuetnlp/banglabert
92649	None	Little to None	None	csebuetnlp/banglabert
360414	Abusive	Mild	Organization	csebuetnlp/banglabert
63542	Abusive	Mild	Community	csebuetnlp/banglabert
301203	Political Hate	Mild	Organization	csebuetnlp/banglabert
508058	None	Little to None	None	csebuetnlp/banglabert
738605	None	Little to None	None	csebuetnlp/banglabert
172299	None	Little to None	None	csebuetnlp/banglabert
378925	Abusive	Mild	Community	csebuetnlp/banglabert
607161	None	Little to None	None	csebuetnlp/banglabert
380233	Religious Hate	Mild	Community	csebuetnlp/banglabert
540926	None	Little to None	None	csebuetnlp/banglabert
668969	Abusive	Mild	Organization	csebuetnlp/banglabert
316990	None	Little to None	None	csebuetnlp/banglabert
482466	None	Little to None	Society	csebuetnlp/banglabert
260887	None	Little to None	None	csebuetnlp/banglabert
563963	None	Little to None	None	csebuetnlp/banglabert
917361	None	Little to None	None	csebuetnlp/banglabert
266571	Political Hate	Little to None	Organization	csebuetnlp/banglabert
51068	None	Little to None	None	csebuetnlp/banglabert
348468	None	Little to None	None	csebuetnlp/banglabert
807445	None	Little to None	None	csebuetnlp/banglabert
427140	None	Little to None	None	csebuetnlp/banglabert
422165	None	Little to None	None	csebuetnlp/banglabert
55904	None	Little to None	None	csebuetnlp/banglabert
265434	None	Little to None	None	csebuetnlp/banglabert
267256	None	Little to None	None	csebuetnlp/banglabert
518142	None	Little to None	None	csebuetnlp/banglabert
782489	None	Little to None	None	csebuetnlp/banglabert
916917	None	Little to None	None	csebuetnlp/banglabert
591157	Political Hate	Mild	Organization	csebuetnlp/banglabert
662682	None	Little to None	None	csebuetnlp/banglabert
393092	Profane	Severe	Organization	csebuetnlp/banglabert
915065	None	Little to None	None	csebuetnlp/banglabert
33824	None	Little to None	None	csebuetnlp/banglabert
756658	None	Mild	Society	csebuetnlp/banglabert
658706	Abusive	Severe	Community	csebuetnlp/banglabert
727816	None	Little to None	None	csebuetnlp/banglabert
654176	None	Mild	None	csebuetnlp/banglabert
182173	None	Little to None	None	csebuetnlp/banglabert
399562	Abusive	Mild	Organization	csebuetnlp/banglabert
435617	None	Little to None	None	csebuetnlp/banglabert
112763	None	Little to None	Individual	csebuetnlp/banglabert
91780	Abusive	Mild	Organization	csebuetnlp/banglabert
396665	None	Little to None	None	csebuetnlp/banglabert
513823	None	Little to None	None	csebuetnlp/banglabert
321815	None	Little to None	None	csebuetnlp/banglabert
706639	None	Little to None	None	csebuetnlp/banglabert
790250	None	Little to None	Society	csebuetnlp/banglabert
243116	Profane	Severe	Organization	csebuetnlp/banglabert
869136	Political Hate	Mild	Organization	csebuetnlp/banglabert
628622	None	Little to None	None	csebuetnlp/banglabert
425618	None	Little to None	None	csebuetnlp/banglabert
348905	None	Little to None	None	csebuetnlp/banglabert
280702	Abusive	Little to None	Individual	csebuetnlp/banglabert
796835	None	Little to None	None	csebuetnlp/banglabert
339696	None	Little to None	None	csebuetnlp/banglabert
664582	None	Little to None	None	csebuetnlp/banglabert
219751	None	Little to None	None	csebuetnlp/banglabert
861727	None	Little to None	None	csebuetnlp/banglabert
194260	None	Little to None	Individual	csebuetnlp/banglabert
33277	None	Little to None	None	csebuetnlp/banglabert
224231	Abusive	Little to None	Individual	csebuetnlp/banglabert
886973	None	Little to None	None	csebuetnlp/banglabert
582310	None	Little to None	None	csebuetnlp/banglabert
433077	None	Little to None	None	csebuetnlp/banglabert
552679	None	Little to None	None	csebuetnlp/banglabert
643528	Political Hate	Mild	Organization	csebuetnlp/banglabert
85565	Political Hate	Severe	Individual	csebuetnlp/banglabert
628830	Abusive	Mild	Organization	csebuetnlp/banglabert
749660	None	Little to None	None	csebuetnlp/banglabert
1595	Political Hate	Mild	Individual	csebuetnlp/banglabert
23293	None	Little to None	None	csebuetnlp/banglabert
509035	None	Little to None	None	csebuetnlp/banglabert
886202	None	Little to None	None	csebuetnlp/banglabert
742533	None	Little to None	None	csebuetnlp/banglabert
27838	None	Little to None	None	csebuetnlp/banglabert
75041	None	Little to None	None	csebuetnlp/banglabert
228134	Political Hate	Mild	Organization	csebuetnlp/banglabert
382699	Abusive	Little to None	Community	csebuetnlp/banglabert
242473	None	Little to None	None	csebuetnlp/banglabert
447845	None	Little to None	None	csebuetnlp/banglabert
686719	None	Little to None	None	csebuetnlp/banglabert
325929	None	Little to None	None	csebuetnlp/banglabert
138617	Political Hate	Mild	Organization	csebuetnlp/banglabert
37781	Abusive	Mild	Community	csebuetnlp/banglabert
265785	None	Little to None	None	csebuetnlp/banglabert
624047	Political Hate	Little to None	Organization	csebuetnlp/banglabert
395781	None	Little to None	None	csebuetnlp/banglabert
719558	Profane	Severe	Community	csebuetnlp/banglabert
934245	None	Little to None	Individual	csebuetnlp/banglabert
181499	Profane	Severe	Individual	csebuetnlp/banglabert
397249	None	Little to None	None	csebuetnlp/banglabert
582244	None	Little to None	None	csebuetnlp/banglabert
870090	None	Little to None	None	csebuetnlp/banglabert
462030	Profane	Severe	Organization	csebuetnlp/banglabert
446338	None	Little to None	None	csebuetnlp/banglabert
61162	None	Little to None	None	csebuetnlp/banglabert
807176	None	Little to None	None	csebuetnlp/banglabert
864604	None	Little to None	None	csebuetnlp/banglabert
709055	None	Little to None	None	csebuetnlp/banglabert
581292	None	Little to None	None	csebuetnlp/banglabert
563959	Political Hate	Little to None	Society	csebuetnlp/banglabert
727426	None	Little to None	None	csebuetnlp/banglabert
561351	None	Little to None	None	csebuetnlp/banglabert
916629	Profane	Severe	Organization	csebuetnlp/banglabert
242659	None	Little to None	None	csebuetnlp/banglabert
711936	None	Little to None	None	csebuetnlp/banglabert
398564	None	Little to None	None	csebuetnlp/banglabert
638288	Abusive	Little to None	Individual	csebuetnlp/banglabert
571045	Political Hate	Mild	Organization	csebuetnlp/banglabert
396357	Abusive	Little to None	Individual	csebuetnlp/banglabert
657340	None	Little to None	None	csebuetnlp/banglabert
131821	None	Little to None	None	csebuetnlp/banglabert
881260	None	Little to None	None	csebuetnlp/banglabert
87349	None	Little to None	None	csebuetnlp/banglabert
232700	Political Hate	Little to None	Organization	csebuetnlp/banglabert
22307	None	Little to None	Organization	csebuetnlp/banglabert
352983	Political Hate	Mild	Individual	csebuetnlp/banglabert
389506	Profane	Severe	Individual	csebuetnlp/banglabert
335493	None	Mild	None	csebuetnlp/banglabert
739982	Abusive	Little to None	None	csebuetnlp/banglabert
328094	Political Hate	Mild	Organization	csebuetnlp/banglabert
528740	None	Little to None	None	csebuetnlp/banglabert
808137	None	Little to None	None	csebuetnlp/banglabert
554827	Abusive	Severe	Individual	csebuetnlp/banglabert
858794	Profane	Severe	Individual	csebuetnlp/banglabert
633224	None	Little to None	None	csebuetnlp/banglabert
780101	None	Little to None	Society	csebuetnlp/banglabert
602479	Profane	Severe	Individual	csebuetnlp/banglabert
540580	None	Little to None	None	csebuetnlp/banglabert
778356	None	Little to None	None	csebuetnlp/banglabert
43268	None	Little to None	None	csebuetnlp/banglabert
262437	Abusive	Little to None	None	csebuetnlp/banglabert
71353	Political Hate	Mild	Organization	csebuetnlp/banglabert
730463	None	Little to None	None	csebuetnlp/banglabert
653820	None	Little to None	None	csebuetnlp/banglabert
335542	None	Little to None	None	csebuetnlp/banglabert
826227	None	Little to None	None	csebuetnlp/banglabert
443806	Political Hate	Mild	Individual	csebuetnlp/banglabert
769421	Religious Hate	Little to None	Community	csebuetnlp/banglabert
685630	None	Little to None	None	csebuetnlp/banglabert
590194	None	Little to None	None	csebuetnlp/banglabert
466683	None	Little to None	None	csebuetnlp/banglabert
280790	Political Hate	Mild	Organization	csebuetnlp/banglabert
860057	None	Little to None	None	csebuetnlp/banglabert
871168	Abusive	Severe	Community	csebuetnlp/banglabert
141496	Abusive	Severe	Society	csebuetnlp/banglabert
3736	None	Little to None	None	csebuetnlp/banglabert
288686	Abusive	Mild	Community	csebuetnlp/banglabert
267813	None	Little to None	None	csebuetnlp/banglabert
832012	None	Little to None	None	csebuetnlp/banglabert
32904	None	Little to None	None	csebuetnlp/banglabert
268117	None	Little to None	None	csebuetnlp/banglabert
776783	None	Little to None	None	csebuetnlp/banglabert
850339	Abusive	Little to None	None	csebuetnlp/banglabert
223593	Political Hate	Mild	Organization	csebuetnlp/banglabert
387123	Religious Hate	Mild	Community	csebuetnlp/banglabert
939377	None	Little to None	None	csebuetnlp/banglabert
484079	None	Little to None	None	csebuetnlp/banglabert
897137	Profane	Severe	Individual	csebuetnlp/banglabert
655003	None	Little to None	None	csebuetnlp/banglabert
585973	None	Little to None	None	csebuetnlp/banglabert
29600	Abusive	Mild	Community	csebuetnlp/banglabert
830036	None	Little to None	None	csebuetnlp/banglabert
565839	None	Little to None	None	csebuetnlp/banglabert
359406	None	Little to None	None	csebuetnlp/banglabert
308062	None	Little to None	None	csebuetnlp/banglabert
594507	Abusive	Little to None	Individual	csebuetnlp/banglabert
34433	None	Little to None	None	csebuetnlp/banglabert
43262	None	Little to None	None	csebuetnlp/banglabert
145863	None	Little to None	None	csebuetnlp/banglabert
592053	None	Little to None	Individual	csebuetnlp/banglabert
235746	Abusive	Mild	Community	csebuetnlp/banglabert
893409	Abusive	Mild	Individual	csebuetnlp/banglabert
939031	None	Little to None	None	csebuetnlp/banglabert
647343	None	Little to None	None	csebuetnlp/banglabert
868309	Profane	Severe	Individual	csebuetnlp/banglabert
81611	None	Little to None	None	csebuetnlp/banglabert
693429	Abusive	Severe	Community	csebuetnlp/banglabert
546533	None	Little to None	None	csebuetnlp/banglabert
804580	None	Little to None	None	csebuetnlp/banglabert
774663	None	Little to None	None	csebuetnlp/banglabert
442687	Political Hate	Little to None	Organization	csebuetnlp/banglabert
22333	Profane	Severe	Individual	csebuetnlp/banglabert
883311	Abusive	Mild	Organization	csebuetnlp/banglabert
68897	Political Hate	Severe	Organization	csebuetnlp/banglabert
716697	Political Hate	Mild	Organization	csebuetnlp/banglabert
366472	None	Little to None	None	csebuetnlp/banglabert
112632	Profane	Severe	Organization	csebuetnlp/banglabert
759580	None	Little to None	Society	csebuetnlp/banglabert
68501	None	Little to None	None	csebuetnlp/banglabert
570238	None	Little to None	None	csebuetnlp/banglabert
833247	None	Little to None	None	csebuetnlp/banglabert
742235	None	Little to None	None	csebuetnlp/banglabert
160687	Abusive	Mild	Individual	csebuetnlp/banglabert
854753	None	Little to None	None	csebuetnlp/banglabert
256250	Abusive	Little to None	Individual	csebuetnlp/banglabert
801382	None	Little to None	None	csebuetnlp/banglabert
358092	None	Little to None	None	csebuetnlp/banglabert
593155	None	Little to None	None	csebuetnlp/banglabert
72962	None	Little to None	None	csebuetnlp/banglabert
472051	None	Little to None	None	csebuetnlp/banglabert
736544	None	Little to None	None	csebuetnlp/banglabert
26584	None	Little to None	None	csebuetnlp/banglabert
14123	Abusive	Mild	Society	csebuetnlp/banglabert
422940	None	Little to None	None	csebuetnlp/banglabert
530930	None	Little to None	None	csebuetnlp/banglabert
643961	None	Little to None	None	csebuetnlp/banglabert
725166	None	Little to None	None	csebuetnlp/banglabert
183565	None	Little to None	None	csebuetnlp/banglabert
592528	None	Little to None	None	csebuetnlp/banglabert
332661	None	Little to None	None	csebuetnlp/banglabert
893187	None	Little to None	None	csebuetnlp/banglabert
574249	None	Little to None	None	csebuetnlp/banglabert
702233	None	Little to None	None	csebuetnlp/banglabert
332441	Abusive	Little to None	Individual	csebuetnlp/banglabert
120948	None	Little to None	Community	csebuetnlp/banglabert
303017	None	Little to None	None	csebuetnlp/banglabert
6209	Abusive	Little to None	None	csebuetnlp/banglabert
239068	None	Little to None	None	csebuetnlp/banglabert
17716	None	Little to None	None	csebuetnlp/banglabert
358382	None	Little to None	None	csebuetnlp/banglabert
528149	Abusive	Mild	Individual	csebuetnlp/banglabert
154954	None	Little to None	None	csebuetnlp/banglabert
237442	Political Hate	Mild	Organization	csebuetnlp/banglabert
385586	None	Little to None	None	csebuetnlp/banglabert
872714	None	Little to None	None	csebuetnlp/banglabert
173242	None	Little to None	Organization	csebuetnlp/banglabert
357390	None	Little to None	None	csebuetnlp/banglabert
399716	Religious Hate	Mild	Community	csebuetnlp/banglabert
562599	Political Hate	Mild	Organization	csebuetnlp/banglabert
353085	None	Little to None	None	csebuetnlp/banglabert
732405	None	Little to None	None	csebuetnlp/banglabert
42984	None	Little to None	None	csebuetnlp/banglabert
327956	None	Little to None	None	csebuetnlp/banglabert
638917	Profane	Severe	Individual	csebuetnlp/banglabert
93540	None	Little to None	None	csebuetnlp/banglabert
787421	None	Little to None	None	csebuetnlp/banglabert
504895	None	Little to None	None	csebuetnlp/banglabert
291320	Abusive	Severe	Society	csebuetnlp/banglabert
406332	Abusive	Mild	Individual	csebuetnlp/banglabert
764894	None	Little to None	None	csebuetnlp/banglabert
670548	None	Little to None	None	csebuetnlp/banglabert
817559	None	Little to None	None	csebuetnlp/banglabert
256795	None	Little to None	None	csebuetnlp/banglabert
152630	None	Little to None	None	csebuetnlp/banglabert
17630	None	Little to None	None	csebuetnlp/banglabert
567139	None	Little to None	None	csebuetnlp/banglabert
563824	None	Little to None	None	csebuetnlp/banglabert
139630	Political Hate	Little to None	Organization	csebuetnlp/banglabert
322733	Abusive	Mild	Individual	csebuetnlp/banglabert
524979	Abusive	Severe	Individual	csebuetnlp/banglabert
52851	None	Little to None	None	csebuetnlp/banglabert
449962	None	Little to None	None	csebuetnlp/banglabert
521733	None	Little to None	None	csebuetnlp/banglabert
820909	Political Hate	Little to None	Society	csebuetnlp/banglabert
776132	None	Little to None	None	csebuetnlp/banglabert
208816	Abusive	Little to None	Community	csebuetnlp/banglabert
168294	Profane	Severe	Community	csebuetnlp/banglabert
186490	Political Hate	Mild	Organization	csebuetnlp/banglabert
34763	None	Little to None	None	csebuetnlp/banglabert
890503	Abusive	Mild	Organization	csebuetnlp/banglabert
730297	None	Little to None	None	csebuetnlp/banglabert
267275	Abusive	Mild	Individual	csebuetnlp/banglabert
875303	None	Little to None	None	csebuetnlp/banglabert
410510	None	Little to None	Community	csebuetnlp/banglabert
198288	None	Little to None	None	csebuetnlp/banglabert
878523	Abusive	Little to None	Community	csebuetnlp/banglabert
804090	None	Little to None	None	csebuetnlp/banglabert
876050	None	Little to None	None	csebuetnlp/banglabert
538825	None	Little to None	None	csebuetnlp/banglabert
439504	Profane	Severe	Community	csebuetnlp/banglabert
98661	None	Little to None	None	csebuetnlp/banglabert
50223	None	Little to None	None	csebuetnlp/banglabert
882392	Profane	Severe	Community	csebuetnlp/banglabert
31474	None	Little to None	None	csebuetnlp/banglabert
752145	None	Little to None	None	csebuetnlp/banglabert
864075	Abusive	Little to None	None	csebuetnlp/banglabert
459116	Political Hate	Mild	Organization	csebuetnlp/banglabert
498640	None	Little to None	None	csebuetnlp/banglabert
802864	None	Little to None	None	csebuetnlp/banglabert
295472	None	Little to None	None	csebuetnlp/banglabert
934066	None	Little to None	None	csebuetnlp/banglabert
902880	None	Little to None	None	csebuetnlp/banglabert
111465	Political Hate	Little to None	Organization	csebuetnlp/banglabert
933484	Profane	Severe	Individual	csebuetnlp/banglabert
667357	None	Little to None	None	csebuetnlp/banglabert
81463	None	Little to None	None	csebuetnlp/banglabert
649992	None	Little to None	None	csebuetnlp/banglabert
60065	Political Hate	Little to None	None	csebuetnlp/banglabert
328916	Abusive	Mild	Individual	csebuetnlp/banglabert
304492	Abusive	Little to None	Community	csebuetnlp/banglabert
385489	None	Little to None	None	csebuetnlp/banglabert
683209	Profane	Severe	Organization	csebuetnlp/banglabert
67622	None	Little to None	None	csebuetnlp/banglabert
507528	Profane	Severe	Individual	csebuetnlp/banglabert
460125	None	Little to None	None	csebuetnlp/banglabert
285627	Abusive	Mild	Organization	csebuetnlp/banglabert
309055	None	Little to None	None	csebuetnlp/banglabert
702822	Profane	Severe	Community	csebuetnlp/banglabert
714655	None	Little to None	None	csebuetnlp/banglabert
265922	None	Little to None	None	csebuetnlp/banglabert
485097	None	Little to None	None	csebuetnlp/banglabert
270514	None	Little to None	None	csebuetnlp/banglabert
87760	None	Little to None	None	csebuetnlp/banglabert
169601	None	Little to None	None	csebuetnlp/banglabert
798353	None	Little to None	None	csebuetnlp/banglabert
100120	None	Little to None	Community	csebuetnlp/banglabert
441410	Abusive	Severe	Individual	csebuetnlp/banglabert
592756	Abusive	Mild	Organization	csebuetnlp/banglabert
90373	None	Little to None	None	csebuetnlp/banglabert
664668	Political Hate	Mild	Individual	csebuetnlp/banglabert
122017	None	Little to None	None	csebuetnlp/banglabert
544288	None	Little to None	None	csebuetnlp/banglabert
499935	None	Little to None	None	csebuetnlp/banglabert
192544	None	Little to None	None	csebuetnlp/banglabert
173116	Abusive	Little to None	Individual	csebuetnlp/banglabert
704684	Abusive	Little to None	Society	csebuetnlp/banglabert
845711	None	Little to None	None	csebuetnlp/banglabert
880642	None	Little to None	None	csebuetnlp/banglabert
335733	Political Hate	Mild	Organization	csebuetnlp/banglabert
819142	None	Little to None	None	csebuetnlp/banglabert
123199	None	Little to None	None	csebuetnlp/banglabert
216638	None	Little to None	None	csebuetnlp/banglabert
215582	Political Hate	Little to None	Individual	csebuetnlp/banglabert
553211	None	Little to None	None	csebuetnlp/banglabert
826034	None	Little to None	None	csebuetnlp/banglabert
918589	None	Little to None	None	csebuetnlp/banglabert
547320	Abusive	Little to None	Individual	csebuetnlp/banglabert
266882	None	Little to None	None	csebuetnlp/banglabert
750993	None	Little to None	None	csebuetnlp/banglabert
653654	None	Little to None	None	csebuetnlp/banglabert
890678	Profane	Severe	Society	csebuetnlp/banglabert
381394	None	Little to None	None	csebuetnlp/banglabert
356587	None	Little to None	None	csebuetnlp/banglabert
590822	Political Hate	Little to None	Organization	csebuetnlp/banglabert
166688	Abusive	Severe	Organization	csebuetnlp/banglabert
230635	None	Little to None	None	csebuetnlp/banglabert
55098	None	Little to None	None	csebuetnlp/banglabert
617669	Profane	Severe	Individual	csebuetnlp/banglabert
180620	None	Little to None	None	csebuetnlp/banglabert
187898	None	Little to None	None	csebuetnlp/banglabert
371940	Abusive	Mild	Organization	csebuetnlp/banglabert
181651	Political Hate	Little to None	Organization	csebuetnlp/banglabert
147825	None	Little to None	None	csebuetnlp/banglabert
438932	None	Little to None	None	csebuetnlp/banglabert
63001	Religious Hate	Mild	Community	csebuetnlp/banglabert
329086	None	Little to None	None	csebuetnlp/banglabert
301069	None	Little to None	None	csebuetnlp/banglabert
347294	None	Little to None	None	csebuetnlp/banglabert
461037	None	Little to None	None	csebuetnlp/banglabert
170607	None	Little to None	None	csebuetnlp/banglabert
499607	None	Little to None	None	csebuetnlp/banglabert
710744	Abusive	Mild	Individual	csebuetnlp/banglabert
240005	None	Little to None	None	csebuetnlp/banglabert
424128	None	Little to None	None	csebuetnlp/banglabert
779357	Political Hate	Mild	Community	csebuetnlp/banglabert
845111	None	Little to None	None	csebuetnlp/banglabert
676339	None	Little to None	None	csebuetnlp/banglabert
290884	Abusive	Mild	Organization	csebuetnlp/banglabert
909302	None	Little to None	None	csebuetnlp/banglabert
357977	Abusive	Little to None	None	csebuetnlp/banglabert
134372	None	Little to None	None	csebuetnlp/banglabert
659032	None	Little to None	None	csebuetnlp/banglabert
545917	None	Little to None	None	csebuetnlp/banglabert
95904	None	Little to None	None	csebuetnlp/banglabert
627730	None	Little to None	None	csebuetnlp/banglabert
560795	None	Little to None	None	csebuetnlp/banglabert
379566	None	Little to None	None	csebuetnlp/banglabert
142362	None	Little to None	None	csebuetnlp/banglabert
582295	Political Hate	Little to None	Individual	csebuetnlp/banglabert
214358	None	Little to None	None	csebuetnlp/banglabert
773834	None	Little to None	None	csebuetnlp/banglabert
