id	hate_severity	model
900669	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
300858	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
154521	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
85820	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
48374	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
401830	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
659995	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
481612	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
353638	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
155874	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
150600	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644211	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
69914	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
895549	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391602	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
188806	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
875163	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
531401	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82518	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
931919	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
333351	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
856298	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
486747	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
110691	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2644	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561120	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
130983	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
501098	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82263	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
29182	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
212273	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
623230	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
6425	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540760	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
494478	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
616145	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
347165	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
738489	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
171199	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
299661	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
572130	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
500521	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
674339	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
739286	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
889123	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
363478	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
409110	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362208	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
46420	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
628302	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
121278	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
611302	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
218567	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
735901	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
465792	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
829134	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
11285	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561526	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
192199	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928945	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
165162	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
280630	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
625122	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
442311	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563147	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
676593	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
488817	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475977	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
476390	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
552776	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
276751	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
242069	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
345400	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
874395	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
872132	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
613180	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
456006	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
899171	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
526595	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
592644	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600825	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
525773	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
630766	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921266	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
221431	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
668595	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
163448	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268035	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13055	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
328169	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
525662	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
598939	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
883170	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
28953	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
848058	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
372514	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
147481	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
251442	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
325678	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
175236	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
117662	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
502422	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
214062	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
119013	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
374147	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443252	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
171561	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
655661	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
716103	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
920137	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
359307	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
146675	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
40313	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
90860	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
527131	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
220456	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
85942	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
667291	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
441382	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
381311	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
835925	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888616	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
698061	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
39591	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
920428	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
640534	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
68271	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
136411	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540991	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
824492	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
434469	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422740	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
572161	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
119098	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355165	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
775199	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837413	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443309	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587223	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
594572	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
22735	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
116413	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
710583	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726636	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
868107	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
128785	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
521034	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
738233	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
5308	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
198886	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
894583	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
804137	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
18542	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297422	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
603678	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858228	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
546201	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47131	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82767	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
728929	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693066	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
848852	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362882	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
546456	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
75345	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
279149	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
8283	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
696820	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
705215	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
28959	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
289930	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
109655	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648187	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
221976	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837622	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
360212	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
161236	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391732	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
562801	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63256	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
381089	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
510562	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177616	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
439929	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
841974	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
113983	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498745	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
786905	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
492739	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
585980	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
425651	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
569506	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
857246	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
265292	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
609994	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
826584	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
460609	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644542	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
276176	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619102	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891625	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
798443	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
730888	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
346632	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380253	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
370503	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
803701	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
248258	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
252345	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
562683	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
601766	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
752224	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
774095	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
930299	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
378827	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656481	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
500381	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
27958	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928671	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
390166	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
488577	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
162980	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
560228	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
211363	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555638	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
528703	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
683734	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
671313	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
464409	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697953	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
769838	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
643094	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
659189	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
729086	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
76120	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
502902	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35497	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
878023	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
182903	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331432	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
87304	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
582911	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865624	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
786884	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
201460	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
824978	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
131089	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
45828	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
716999	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399791	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
822399	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
468175	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
559340	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564393	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
292000	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399452	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
136541	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
926094	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
246108	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
825840	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
581994	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
354067	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
681734	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
26649	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
627386	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
145008	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
915087	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
547709	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
281881	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
273124	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605863	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
415658	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726974	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
397924	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
404924	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297714	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63483	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
322043	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
234193	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
719447	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
385281	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63708	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
333270	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
700234	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
265890	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
841683	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
46046	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
7628	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
385452	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
666403	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
651179	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
526158	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
235512	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
647610	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684832	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
688194	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
835048	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
295774	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
936137	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
527913	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
844457	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
94083	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
918182	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675306	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
164879	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
135358	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
419189	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
367074	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
904401	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
885491	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399277	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
335110	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
727424	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
886894	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
67349	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
397383	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
557190	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
646473	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723824	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
591417	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
336787	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
222633	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
389169	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
536990	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
464931	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
271738	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
250102	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
81993	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
712190	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
11416	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
821017	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
81196	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
310154	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
679181	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
180647	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51949	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
822701	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
912407	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
893154	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
501987	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600447	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
98057	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
250188	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828949	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
485208	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
663570	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
829683	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635887	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
347313	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871351	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
41186	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
209087	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
609508	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
93819	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
906773	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
164314	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
922627	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
580295	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
320403	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
131965	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
790489	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258586	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
149958	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
524231	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
877558	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
728208	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
421836	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
80075	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
517299	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
129667	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
834853	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
512238	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
154916	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
750522	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
468203	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
427803	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
146156	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
333979	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
478605	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
695510	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
595492	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73581	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
446110	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73708	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
309066	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
464922	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
335323	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
894940	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
760055	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
300274	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
744701	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
