id	hate_type	hate_severity	to_whom	model
434994	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
439183	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
688066	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
343290	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
529720	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
8435	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
625145	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523883	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871055	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1467	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
414730	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
23986	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
604006	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35914	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921548	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600422	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
820850	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
172221	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
151782	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
729740	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
795158	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
89095	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871021	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
410433	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
259966	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622086	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
757437	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
834041	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
614182	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
213978	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177775	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
175096	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
924491	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
74708	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
145454	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
122063	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523490	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
567534	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
3766	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
898495	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
215674	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
12410	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
710245	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
10063	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540310	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
412055	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
151874	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
773973	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258469	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
336614	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
881812	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
183470	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
703445	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
577195	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
408421	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
115868	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
641646	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
868822	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
847093	None	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564034	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
257938	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
106592	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
792068	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555057	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
390255	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
245231	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475110	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
413861	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
800883	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
685063	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65728	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
933802	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
11690	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706579	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
215276	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
204169	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
554749	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
102106	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687707	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
782993	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
694802	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
140095	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
449706	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103008	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268505	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
677768	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399395	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
934704	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
183078	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
472268	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
140804	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266462	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
4502	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
601389	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51708	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451288	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723131	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
514786	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
301007	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
229205	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
524989	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
824458	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
522751	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
829398	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
442481	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
86918	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
760133	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
22336	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
110130	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
794326	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184205	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
501326	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
305515	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
453214	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
780977	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
197116	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
709765	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
660740	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
751452	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
776616	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
594957	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
758653	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
467601	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
853875	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
734436	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
432795	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
176963	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693454	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
431121	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
603293	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
204163	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
404753	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
350340	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
101669	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693172	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
881339	Profane	Severe	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
234873	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463879	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391778	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
696795	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
392525	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
437546	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
230845	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
759262	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
790411	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
300211	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
429825	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241815	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587877	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
417035	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
329867	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858636	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
817662	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36995	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540133	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
178133	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
939084	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
220070	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
810990	None	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564915	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896030	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
803000	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
434425	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484732	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928724	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
188109	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
885876	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
439903	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896774	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
201236	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
294331	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
283925	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619478	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
849009	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
716054	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
560726	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
743594	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
624407	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258727	Religious Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380744	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
413547	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
234141	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
60206	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
579827	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148976	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
201516	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
586357	Abusive	Mild	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
368041	Political Hate	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
281038	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200103	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656857	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
877106	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
680816	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
853980	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416765	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
777041	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
486896	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1238	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
690011	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561745	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
419301	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484745	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563636	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
813902	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
7505	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648031	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
144853	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
181520	Political Hate	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
93012	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
48276	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
640764	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
273507	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687548	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
917353	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
269221	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
922476	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
807407	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
195060	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656139	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
799134	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
826825	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
9907	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
298673	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13386	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
842536	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726308	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
306330	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
688599	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
689584	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
490674	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
456718	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
520231	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331709	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
409943	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
56275	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692039	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
269451	Religious Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13455	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612107	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
520921	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
309449	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
30231	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
749946	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
230540	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
306383	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266663	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
306200	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
932141	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
159638	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
153112	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36929	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
570695	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
930405	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
934284	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241721	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
743285	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
650205	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
231694	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240267	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105646	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
166927	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
222182	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
719880	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
304302	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
246202	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
581414	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
39223	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331481	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
759027	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
372475	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
279602	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
374463	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
522124	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
96971	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563986	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
186068	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
645261	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
491781	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
227160	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
49682	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
715513	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
750666	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498452	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
749770	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
374272	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
300680	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
502810	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
537922	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
301818	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
77449	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
158868	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
565434	Political Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
744307	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648825	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
918300	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
573225	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
627856	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
772659	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
776500	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
709524	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321575	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
137962	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
542955	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
413666	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
436247	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
116299	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764090	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
236100	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
602786	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331368	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
281614	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
60782	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
789968	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
712671	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
859775	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
652672	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482297	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
831573	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
878250	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
524161	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
740158	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
116408	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
852595	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
6970	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15185	Religious Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
104676	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
514480	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
190562	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
236486	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
332051	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
324497	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
616466	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
153952	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937715	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
408137	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
722171	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
